function_name,basicblock_id,number_of_instructions,instructions
lua_copy,BB#2,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.52, !tbaa !17), (load (s64) from %ir.48, !tbaa !17), (load (s64) from %ir.15, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_copy,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_copy,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.21, !tbaa !12); JMP_1 %bb.10"
lua_copy,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_copy,BB#6,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.28, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_copy,BB#7,3,"renamable $rax = MOV64rm renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.5, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.33, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_copy,BB#8,6,"renamable $r8d = MOV32ri -1001000; renamable $r8d = nuw nsw SUB32rr killed renamable $r8d(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.32, !tbaa !12); renamable $r9d = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.39, align 2, !tbaa !29); CMP32rr killed renamable $r8d, killed renamable $r9d, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_copy,BB#9,4,"renamable $r8d = MOV32ri -1001001, implicit-def $r8; renamable $r8d = nuw nsw SUB32rr renamable $r8d(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $r8, implicit-def $r8; renamable $r8 = SHL64ri killed renamable $r8(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $r8, 32, $noreg"
lua_copy,BB#10,2,"TEST32rr renamable $edx, renamable $edx, implicit-def $eflags; JCC_1 %bb.13, 14, implicit killed $eflags"
lua_copy,BB#11,5,"renamable $edx = MOV32rr killed renamable $edx, implicit-def $rdx; renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rdx = ADD64rm killed renamable $rdx(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.5, !tbaa !12); CMP64rm renamable $rdx, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.62, !tbaa !12); JCC_1 %bb.15, 2, implicit $eflags"
lua_copy,BB#12,3,"renamable $rdx = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.66, !tbaa !17); renamable $rdx = nuw ADD64ri32 killed renamable $rdx(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.15"
lua_copy,BB#13,2,"CMP32ri renamable $edx, -1000999, implicit-def $eflags; JCC_1 %bb.16, 12, implicit killed $eflags"
lua_copy,BB#14,3,"renamable $rdx = MOVSX64rr32 killed renamable $edx; renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rdx = ADD64rm killed renamable $rdx(tied-def 0), killed renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.72, !tbaa !12)"
lua_copy,BB#15,5,"renamable $rcx = MOV64rm renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.56); MOV64mr renamable $rdx, 1, $noreg, 0, $noreg, killed renamable $rcx :: (store (s64) into %ir.107); renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.109, align 8, !tbaa !13); MOV8mr killed renamable $rdx, 1, $noreg, 8, $noreg, killed renamable $al :: (store (s8) into %ir.111, align 8, !tbaa !13); RET 0"
lua_copy,BB#16,2,"CMP32ri renamable $edx, -1001000, implicit-def $eflags; JCC_1 %bb.18, 5, implicit killed $eflags"
lua_copy,BB#17,3,"renamable $rdx = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.79, !tbaa !17); renamable $rdx = nuw ADD64ri32 killed renamable $rdx(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.15"
lua_copy,BB#18,3,"renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.5, !tbaa !12); CMP8mi renamable $rcx, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.84, align 8, !tbaa !12); JCC_1 %bb.21, 5, implicit $eflags"
lua_copy,BB#19,6,"renamable $esi = MOV32ri -1001000; renamable $esi = nuw nsw SUB32rr killed renamable $esi(tied-def 0), renamable $edx, implicit-def dead $eflags; renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.83, !tbaa !12); renamable $r8d = MOVZX32rm8 renamable $rcx, 1, $noreg, 10, $noreg :: (load (s8) from %ir.90, align 2, !tbaa !29); CMP32rr killed renamable $esi, killed renamable $r8d, implicit-def $eflags; JCC_1 %bb.21, 7, implicit $eflags"
lua_copy,BB#20,5,"renamable $esi = MOV32ri -1001001, implicit-def $rsi; renamable $esi = nuw nsw SUB32rr renamable $esi(tied-def 0), killed renamable $edx, implicit-def dead $eflags, implicit killed $rsi, implicit-def $rsi; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = LEA64r killed renamable $rcx, 1, killed renamable $rsi, 32, $noreg; JMP_1 %bb.22"
lua_copy,BB#21,2,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.103, !tbaa !17), (load (s64) from %ir.99, !tbaa !17); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 80, implicit-def dead $eflags"
lua_copy,BB#22,6,"renamable $rdx = MOV64rm renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.56); MOV64mr renamable $rcx, 1, $noreg, 0, $noreg, killed renamable $rdx :: (store (s64) into %ir.113); renamable $dl = MOV8rm renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.115, align 8, !tbaa !13); MOV8mr killed renamable $rcx, 1, $noreg, 8, $noreg, renamable $dl :: (store (s8) into %ir.117, align 8, !tbaa !13); TEST8ri killed renamable $dl, 64, implicit-def $eflags; JCC_1 %bb.25, 4, implicit $eflags"
lua_copy,BB#23,5,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.121, !tbaa !3); renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.122, !tbaa !12); renamable $rsi = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.123, !tbaa !12); TEST8mi renamable $rsi, 1, $noreg, 9, $noreg, 32, implicit-def $eflags :: (load (s8) from %ir.125, !tbaa !12); JCC_1 %bb.25, 4, implicit $eflags"
lua_copy,BB#24,3,"renamable $rdx = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.56, !tbaa !12); TEST8mi renamable $rdx, 1, $noreg, 9, $noreg, 24, implicit-def $eflags :: (load (s8) from %ir.131, !tbaa !31); TCRETURNdi64cc @luaC_barrier_, 0, 5, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $eflags, implicit $ssp, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit $rdi, implicit-def $rdi, implicit $hsi, implicit-def $hsi, implicit $sih, implicit-def $sih, implicit $sil, implicit-def $sil, implicit $si, implicit-def $si, implicit $esi, implicit-def $esi, implicit $rsi, implicit-def $rsi, implicit $hdx, implicit-def $hdx, implicit $dh, implicit-def $dh, implicit $dl, implicit-def $dl, implicit $dx, implicit-def $dx, implicit $edx, implicit-def $edx, implicit $rdx, implicit-def $rdx, implicit $hdi, implicit-def $hdi, implicit $dih, implicit-def $dih, implicit $dil, implicit-def $dil, implicit $di, implicit-def $di, implicit $edi, implicit-def $edi"
lua_copy,BB#25,1,RET 0
lua_pushvalue,BB#0,4,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 16, $noreg :: (load (s64) from %ir.3, !tbaa !12); renamable $rdx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.5, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_pushvalue,BB#1,5,"renamable $ecx = MOV32rr killed renamable $esi, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rm killed renamable $rcx(tied-def 0), killed renamable $rdx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.6, !tbaa !12); CMP64rr renamable $rcx, renamable $rax, implicit-def $eflags; JCC_1 %bb.10, 2, implicit $eflags"
lua_pushvalue,BB#2,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.49, !tbaa !17), (load (s64) from %ir.45, !tbaa !17), (load (s64) from %ir.14, !tbaa !17); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_pushvalue,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_pushvalue,BB#4,4,"renamable $rcx = MOVSX64rr32 killed renamable $esi; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rr killed renamable $rcx(tied-def 0), renamable $rax, implicit-def dead $eflags; JMP_1 %bb.10"
lua_pushvalue,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_pushvalue,BB#6,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.25, !tbaa !17); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_pushvalue,BB#7,3,"renamable $rcx = MOV64rm killed renamable $rdx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.6, !tbaa !12); CMP8mi renamable $rcx, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.30, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_pushvalue,BB#8,6,"renamable $edx = MOV32ri -1001000; renamable $edx = nuw nsw SUB32rr killed renamable $edx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.29, !tbaa !12); renamable $r8d = MOVZX32rm8 renamable $rcx, 1, $noreg, 10, $noreg :: (load (s8) from %ir.36, align 2, !tbaa !29); CMP32rr killed renamable $edx, killed renamable $r8d, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_pushvalue,BB#9,4,"renamable $edx = MOV32ri -1001001, implicit-def $rdx; renamable $edx = nuw nsw SUB32rr renamable $edx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rdx, implicit-def $rdx; renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = LEA64r killed renamable $rcx, 1, killed renamable $rdx, 32, $noreg"
lua_pushvalue,BB#10,6,"renamable $rdx = MOV64rm renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.53); MOV64mr renamable $rax, 1, $noreg, 0, $noreg, killed renamable $rdx :: (store (s64) into %ir.4); renamable $cl = MOV8rm killed renamable $rcx, 1, $noreg, 8, $noreg :: (load (s8) from %ir.55, align 8, !tbaa !13); MOV8mr killed renamable $rax, 1, $noreg, 8, $noreg, killed renamable $cl :: (store (s8) into %ir.57, align 8, !tbaa !13); ADD64mi32 killed renamable $rdi, 1, $noreg, 16, $noreg, 16, implicit-def dead $eflags :: (store (s64) into %ir.58, !tbaa !12), (load (s64) from %ir.58, !tbaa !12); RET 0"
lua_type,BB#0,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.3, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_type,BB#1,5,"renamable $ecx = MOV32rr killed renamable $esi, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rm killed renamable $rcx(tied-def 0), killed renamable $rax, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.4, !tbaa !12); CMP64rm renamable $rcx, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.10, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_type,BB#2,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.51, !tbaa !17), (load (s64) from %ir.47, !tbaa !17), (load (s64) from %ir.14, !tbaa !17); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_type,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_type,BB#4,4,"renamable $rcx = MOVSX64rr32 killed renamable $esi; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rm killed renamable $rcx(tied-def 0), renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.20, !tbaa !12); JMP_1 %bb.10"
lua_type,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_type,BB#6,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.27, !tbaa !17); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_type,BB#7,3,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.4, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.32, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_type,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.31, !tbaa !12); renamable $edx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.38, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edx, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_type,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_type,BB#10,3,"renamable $eax = MOVZX32rm8 renamable $rcx, 1, $noreg, 8, $noreg :: (load (s8) from %ir.56, align 8, !tbaa !13); renamable $eax = AND32ri killed renamable $eax(tied-def 0), 15, implicit-def $eflags; JCC_1 %bb.13, 5, implicit $eflags"
lua_type,BB#11,4,"renamable $rdx = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.63, !tbaa !17); renamable $rdx = nuw ADD64ri32 killed renamable $rdx(tied-def 0), 80, implicit-def dead $eflags; CMP64rr killed renamable $rcx, killed renamable $rdx, implicit-def $eflags; JCC_1 %bb.13, 5, implicit $eflags"
lua_type,BB#12,1,renamable $eax = MOV32ri -1
lua_type,BB#13,1,"RET 0, $eax"
lua_typename,BB#0,3,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = MOV64rm $noreg, 8, killed renamable $rax, @luaT_typenames_ + 8, $noreg :: (invariant load (s64) from %ir.5, !tbaa !23); RET 0, $rax"
lua_iscfunction,BB#0,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.3, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_iscfunction,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.4, !tbaa !12); CMP64rm renamable $rax, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.10, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_iscfunction,BB#2,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.51, !tbaa !17), (load (s64) from %ir.47, !tbaa !17), (load (s64) from %ir.14, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_iscfunction,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_iscfunction,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.20, !tbaa !12); JMP_1 %bb.10"
lua_iscfunction,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_iscfunction,BB#6,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.27, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_iscfunction,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.4, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.32, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_iscfunction,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.31, !tbaa !12); renamable $edx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.38, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edx, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_iscfunction,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_iscfunction,BB#10,8,"renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.56, align 8, !tbaa !13); CMP8ri renamable $al, 22, implicit-def $eflags; renamable $cl = SETCCr 4, implicit killed $eflags; CMP8ri killed renamable $al, 102, implicit-def $eflags; renamable $al = SETCCr 4, implicit killed $eflags; renamable $al = OR8rr killed renamable $al(tied-def 0), killed renamable $cl, implicit-def dead $eflags; renamable $eax = MOVZX32rr8 killed renamable $al; RET 0, $eax"
lua_isinteger,BB#0,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.3, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_isinteger,BB#1,5,"renamable $ecx = MOV32rr killed renamable $esi, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rm killed renamable $rcx(tied-def 0), killed renamable $rax, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.4, !tbaa !12); CMP64rm renamable $rcx, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.10, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_isinteger,BB#2,3,"renamable $rcx = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.51, !tbaa !17), (load (s64) from %ir.47, !tbaa !17), (load (s64) from %ir.14, !tbaa !17); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_isinteger,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_isinteger,BB#4,4,"renamable $rcx = MOVSX64rr32 killed renamable $esi; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rm killed renamable $rcx(tied-def 0), killed renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.20, !tbaa !12); JMP_1 %bb.10"
lua_isinteger,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_isinteger,BB#6,3,"renamable $rcx = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.27, !tbaa !17); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_isinteger,BB#7,3,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.4, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.32, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_isinteger,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.31, !tbaa !12); renamable $edx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.38, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edx, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_isinteger,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_isinteger,BB#10,4,"renamable $eax = MOV32r0 implicit-def dead $eflags; CMP8mi killed renamable $rcx, 1, $noreg, 8, $noreg, 3, implicit-def $eflags :: (load (s8) from %ir.56, align 8, !tbaa !13); renamable $al = SETCCr 4, implicit killed $eflags, implicit killed $eax, implicit-def $eax; RET 0, $eax"
lua_isnumber,BB#0,4,"renamable $rax = COPY $rdi; renamable $rcx = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.4, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_isnumber,BB#1,5,"renamable $edi = MOV32rr killed renamable $esi, implicit-def $rdi; renamable $rdi = SHL64ri killed renamable $rdi(tied-def 0), 4, implicit-def dead $eflags; renamable $rdi = ADD64rm killed renamable $rdi(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.5, !tbaa !12); CMP64rm renamable $rdi, renamable $rax, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.11, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
